ts,ts_iso,ip_ver,proto,src_ip,src_port,dst_ip,dst_port,frame_len,dns_len,dns_id,qr,opcode,aa,tc,rd,ra,ad,cd,rcode,qdcount,ancount,nscount,arcount,qname,qtype,qtype_name,qclass,edns,edns_udpsize,do,ecs,ecs_scope,answers
1788253711.873952,2026-09-01T09:08:31.873952Z,6,udp,2001:db8:1::1cd,37199,2001:db8:53::53,53,111,49,57472,0,0,0,0,0,0,0,0,0,1,0,0,1,host-112.contoh.test.,1,A,1,1,1232.0,1,,,
1788253711.884655,2026-09-01T09:08:31.884655Z,6,udp,2001:db8:53::53,53,2001:db8:1::1cd,37199,201,139,57472,1,0,1,0,0,0,0,0,3,1,0,1,1,host-112.contoh.test.,1,A,1,1,1232.0,1,,,
1788253712.276949,2026-09-01T09:08:32.276949Z,6,udp,2001:db8:1::175,31375,2001:db8:53::53,53,111,49,63191,0,0,0,0,0,0,0,1,0,1,0,0,1,hosT-028.PoRtal.tEsT.,15,MX,1,1,1232.0,1,,,
1788253712.296951,2026-09-01T09:08:32.296951Z,6,udp,2001:db8:53::53,53,2001:db8:1::175,31375,191,129,63191,1,0,0,0,0,0,0,1,0,1,0,2,1,hosT-028.PoRtal.tEsT.,15,MX,1,1,1232.0,1,,,
1788253712.304978,2026-09-01T09:08:32.304978Z,6,udp,2001:db8:1::139,27068,2001:db8:53::53,53,111,49,26724,0,0,0,0,0,0,0,0,0,1,0,0,1,host-337.contoh.test.,1,A,1,1,1232.0,1,,,
1788253712.316623,2026-09-01T09:08:32.316623Z,6,udp,2001:db8:53::53,53,2001:db8:1::139,27068,271,209,26724,1,0,0,0,0,0,0,0,0,1,0,4,1,host-337.contoh.test.,1,A,1,1,1232.0,1,,,
1788253712.459879,2026-09-01T09:08:32.459879Z,6,tcp,2001:db8:1::1f3,6337,2001:db8:53::53,53,125,49,46883,0,0,0,0,0,0,0,0,0,1,0,0,1,host-028.portal.test.,43,DS,1,1,1400.0,1,,,
1788253712.461423,2026-09-01T09:08:32.461423Z,6,tcp,2001:db8:53::53,53,2001:db8:1::1f3,6337,285,209,46883,1,0,0,0,0,0,0,0,0,1,0,4,1,host-028.portal.test.,43,DS,1,1,1232.0,1,,,
1788253712.464288,2026-09-01T09:08:32.464288Z,6,udp,2001:db8:1::4a,40056,2001:db8:53::53,53,111,49,34263,0,0,0,0,0,0,0,0,0,1,0,0,1,host-019.kampus.test.,1,A,1,1,1232.0,1,,,
1788253712.474314,2026-09-01T09:08:32.474314Z,6,udp,2001:db8:53::53,53,2001:db8:1::4a,40056,271,209,34263,1,0,0,0,0,0,0,0,0,1,0,4,1,host-019.kampus.test.,1,A,1,1,1232.0,1,,,
1788253712.523515,2026-09-01T09:08:32.523515Z,6,udp,2001:db8:1::a4,61715,2001:db8:53::53,53,112,50,34668,0,0,0,0,0,0,0,0,0,1,0,0,1,hoST-074.lAYanan.tEst.,15,MX,1,1,1232.0,1,,,
1788253712.5341,2026-09-01T09:08:32.534100Z,6,udp,2001:db8:1::156,49798,2001:db8:53::53,53,111,49,26601,0,0,0,0,0,0,0,0,0,1,0,0,1,HoSt-033.poRtal.tEST.,1,A,1,1,1232.0,1,,,
1788253712.535707,2026-09-01T09:08:32.535707Z,6,udp,2001:db8:53::53,53,2001:db8:1::156,49798,127,65,26601,1,0,1,0,0,0,0,0,0,1,1,0,1,HoSt-033.poRtal.tEST.,1,A,1,1,1232.0,1,,,HoSt-033.poRtal.tEST. A 300 203.0.113.10
1788253712.539908,2026-09-01T09:08:32.539908Z,6,udp,2001:db8:53::53,53,2001:db8:1::a4,61715,146,84,34668,1,0,1,0,0,0,0,0,0,1,1,0,1,hoST-074.lAYanan.tEst.,15,MX,1,1,1232.0,1,,,hoST-074.lAYanan.tEst. MX 300 10 mail.example.test.
1788253712.584886,2026-09-01T09:08:32.584886Z,4,udp,192.0.2.19,36373,198.51.100.53,53,90,48,56872,0,0,0,0,0,0,0,0,0,1,0,0,1,host-004.arsip.test.,1,A,1,1,1232.0,1,,,
1788253712.596,2026-09-01T09:08:32.596000Z,4,udp,198.51.100.53,53,192.0.2.19,36373,170,128,56872,1,0,0,0,0,0,0,0,0,1,0,2,1,host-004.arsip.test.,1,A,1,1,1232.0,1,,,
1788253713.056003,2026-09-01T09:08:33.056003Z,6,udp,2001:db8:1::14c,36746,2001:db8:53::53,53,112,50,63571,0,0,0,0,0,0,0,1,0,1,0,0,1,host-147.layanan.test.,2,NS,1,1,1232.0,1,,,
1788253713.064105,2026-09-01T09:08:33.064105Z,6,udp,2001:db8:53::53,53,2001:db8:1::14c,36746,272,210,63571,1,0,0,0,0,0,0,1,0,1,0,4,1,host-147.layanan.test.,2,NS,1,1,1232.0,1,,,
1788253713.117057,2026-09-01T09:08:33.117057Z,6,udp,2001:db8:1::5c,8400,2001:db8:53::53,53,110,48,46127,0,0,0,0,0,0,0,0,0,1,0,0,1,HoSt-058.ARSip.TESt.,1,A,1,1,1232.0,1,,,
1788253713.128646,2026-09-01T09:08:33.128646Z,6,udp,2001:db8:53::53,53,2001:db8:1::5c,8400,126,64,46127,1,0,1,0,0,0,0,0,0,1,1,0,1,HoSt-058.ARSip.TESt.,1,A,1,1,1232.0,1,,,HoSt-058.ARSip.TESt. A 300 203.0.113.10
1788253713.224739,2026-09-01T09:08:33.224739Z,6,udp,2001:db8:1::155,50964,2001:db8:53::53,53,110,48,22078,0,0,0,0,0,0,0,0,0,1,0,0,1,host-283.arsip.test.,28,AAAA,1,1,1232.0,1,,,
1788253713.236523,2026-09-01T09:08:33.236523Z,6,udp,2001:db8:53::53,53,2001:db8:1::155,50964,270,208,22078,1,0,0,0,0,0,0,0,0,1,0,4,1,host-283.arsip.test.,28,AAAA,1,1,1232.0,1,,,
1788253713.495924,2026-09-01T09:08:33.495924Z,6,udp,2001:db8:1::a0,41969,2001:db8:53::53,53,111,49,16272,0,0,0,0,0,0,0,0,0,1,0,0,1,host-257.kampus.test.,2,NS,1,1,1400.0,1,,,
1788253713.49733,2026-09-01T09:08:33.497330Z,6,udp,2001:db8:53::53,53,2001:db8:1::a0,41969,141,79,16272,1,0,1,0,0,0,0,0,0,1,1,0,1,host-257.kampus.test.,2,NS,1,1,1232.0,1,,,host-257.kampus.test. NS 300 ns1.example.test.
1788253713.60993,2026-09-01T09:08:33.609930Z,6,udp,2001:db8:1::6b,45986,2001:db8:53::53,53,112,50,60891,0,0,0,0,0,0,0,0,0,1,0,0,1,host-006.layanan.test.,28,AAAA,1,1,1232.0,1,,,
1788253713.618152,2026-09-01T09:08:33.618152Z,6,udp,2001:db8:53::53,53,2001:db8:1::6b,45986,140,78,60891,1,0,1,0,0,0,0,0,0,1,1,0,1,host-006.layanan.test.,28,AAAA,1,1,1232.0,1,,,host-006.layanan.test. AAAA 300 2001:db8:abcd::10
1788253713.734682,2026-09-01T09:08:33.734682Z,6,udp,2001:db8:1::d4,55092,2001:db8:53::53,53,111,49,13040,0,0,0,0,0,0,0,0,0,1,0,0,1,HoSt-224.COnTOH.tEsT.,16,TXT,1,1,1232.0,0,,,
1788253713.744983,2026-09-01T09:08:33.744983Z,6,udp,2001:db8:53::53,53,2001:db8:1::d4,55092,271,209,13040,1,0,0,0,0,0,0,0,0,1,0,4,1,HoSt-224.COnTOH.tEsT.,16,TXT,1,1,1232.0,0,,,
1788253714.015894,2026-09-01T09:08:34.015894Z,6,udp,2001:db8:1::3f,26664,2001:db8:53::53,53,111,49,21667,0,0,0,0,0,0,0,0,0,1,0,0,1,HOSt-050.poRtal.tEsT.,1,A,1,1,1400.0,0,,,
1788253714.025947,2026-09-01T09:08:34.025947Z,6,udp,2001:db8:53::53,53,2001:db8:1::3f,26664,127,65,21667,1,0,1,0,0,0,0,0,0,1,1,0,1,HOSt-050.poRtal.tEsT.,1,A,1,1,1232.0,0,,,HOSt-050.poRtal.tEsT. A 300 203.0.113.10
1788253714.03307,2026-09-01T09:08:34.033070Z,4,udp,192.0.2.152,37687,198.51.100.53,53,91,49,64100,0,0,0,0,0,0,0,0,0,1,0,0,1,host-061.contoh.test.,1,A,1,1,1232.0,1,,,
1788253714.048194,2026-09-01T09:08:34.048194Z,4,udp,198.51.100.53,53,192.0.2.152,37687,211,169,64100,1,0,0,0,0,0,0,0,0,1,0,3,1,host-061.contoh.test.,1,A,1,1,1232.0,1,,,
1788253714.076819,2026-09-01T09:08:34.076819Z,6,tcp,2001:db8:1::4c,59381,2001:db8:53::53,53,125,49,52149,0,0,0,0,0,0,0,0,0,1,0,0,1,HosT-366.kaMPUS.Test.,1,A,1,1,1232.0,0,,,
1788253714.082413,2026-09-01T09:08:34.082413Z,6,tcp,2001:db8:53::53,53,2001:db8:1::4c,59381,141,65,52149,1,0,1,0,0,0,0,0,0,1,1,0,1,HosT-366.kaMPUS.Test.,1,A,1,1,1232.0,0,,,HosT-366.kaMPUS.Test. A 300 203.0.113.10
1788253714.175514,2026-09-01T09:08:34.175514Z,6,udp,2001:db8:1::e4,8653,2001:db8:53::53,53,111,49,36847,0,0,0,0,0,0,0,0,0,1,0,0,1,host-052.contOh.TesT.,28,AAAA,1,1,1232.0,1,,,
1788253714.184896,2026-09-01T09:08:34.184896Z,6,udp,2001:db8:53::53,53,2001:db8:1::e4,8653,231,169,36847,1,0,0,0,0,0,0,0,0,1,0,3,1,host-052.contOh.TesT.,28,AAAA,1,1,1232.0,1,,,
1788253714.204383,2026-09-01T09:08:34.204383Z,4,udp,192.0.2.138,50718,198.51.100.53,53,90,48,10215,0,0,0,0,0,0,0,0,0,1,0,0,1,host-058.arsip.test.,2,NS,1,1,1232.0,1,,,
1788253714.206739,2026-09-01T09:08:34.206739Z,4,udp,198.51.100.53,53,192.0.2.138,50718,250,208,10215,1,0,0,0,0,0,0,0,0,1,0,4,1,host-058.arsip.test.,2,NS,1,1,1232.0,1,,,
1788253714.210967,2026-09-01T09:08:34.210967Z,4,udp,192.0.2.111,56331,198.51.100.53,53,90,48,60559,0,0,0,0,0,0,0,0,0,1,0,0,1,host-079.arsip.test.,1,A,1,1,1232.0,1,,,
1788253714.21403,2026-09-01T09:08:34.214030Z,4,udp,198.51.100.53,53,192.0.2.111,56331,106,64,60559,1,0,1,0,0,0,0,0,0,1,1,0,1,host-079.arsip.test.,1,A,1,1,1232.0,1,,,host-079.arsip.test. A 300 203.0.113.10
1788253714.274898,2026-09-01T09:08:34.274898Z,4,udp,192.0.2.218,44359,198.51.100.53,53,91,49,2710,0,0,0,0,0,0,0,0,0,1,0,0,1,host-310.kampus.test.,1,A,1,1,1400.0,1,,,
1788253714.276169,2026-09-01T09:08:34.276169Z,4,udp,198.51.100.53,53,192.0.2.218,44359,181,139,2710,1,0,1,0,0,0,0,0,3,1,0,1,1,host-310.kampus.test.,1,A,1,1,1232.0,1,,,
1788253714.377315,2026-09-01T09:08:34.377315Z,4,udp,192.0.2.90,64041,198.51.100.53,53,91,49,29945,0,0,0,0,0,0,0,0,0,1,0,0,1,HOsT-335.pOrTAL.tESt.,2,NS,1,1,1400.0,1,,,
1788253714.382177,2026-09-01T09:08:34.382177Z,4,udp,198.51.100.53,53,192.0.2.90,64041,121,79,29945,1,0,1,0,0,0,0,0,0,1,1,0,1,HOsT-335.pOrTAL.tESt.,2,NS,1,1,1232.0,1,,,HOsT-335.pOrTAL.tESt. NS 300 ns1.example.test.
1788253714.575473,2026-09-01T09:08:34.575473Z,6,udp,2001:db8:1::5c,53099,2001:db8:53::53,53,111,49,15804,0,0,0,0,1,0,0,0,0,1,0,0,1,host-067.portal.test.,1,A,1,1,1232.0,1,,,
1788253714.586191,2026-09-01T09:08:34.586191Z,6,udp,2001:db8:53::53,53,2001:db8:1::5c,53099,127,65,15804,1,0,1,0,1,0,0,0,0,1,1,0,1,host-067.portal.test.,1,A,1,1,1232.0,1,,,host-067.portal.test. A 300 203.0.113.10
1788253714.833361,2026-09-01T09:08:34.833361Z,4,udp,192.0.2.115,19472,198.51.100.53,53,91,49,48332,0,0,0,0,0,0,0,0,0,1,0,0,1,host-001.portal.test.,28,AAAA,1,1,1232.0,1,,,
1788253714.835778,2026-09-01T09:08:34.835778Z,4,udp,198.51.100.53,53,192.0.2.115,19472,251,209,48332,1,0,0,0,0,0,0,0,0,1,0,4,1,host-001.portal.test.,28,AAAA,1,1,1232.0,1,,,
1788253714.874993,2026-09-01T09:08:34.874993Z,6,udp,2001:db8:1::42,39715,2001:db8:53::53,53,110,48,47418,0,0,0,0,0,0,0,0,0,1,0,0,1,host-088.arsip.test.,2,NS,1,1,1232.0,0,,,
1788253714.888879,2026-09-01T09:08:34.888879Z,6,udp,2001:db8:53::53,53,2001:db8:1::42,39715,190,128,47418,1,0,0,0,0,0,0,0,0,1,0,2,1,host-088.arsip.test.,2,NS,1,1,1232.0,0,,,
1788253714.915339,2026-09-01T09:08:34.915339Z,6,udp,2001:db8:1::aa,24346,2001:db8:53::53,53,110,48,2605,0,0,0,0,0,0,0,0,0,1,0,0,1,host-307.arsip.test.,2,NS,1,1,1400.0,1,,,
1788253714.917925,2026-09-01T09:08:34.917925Z,6,udp,2001:db8:53::53,53,2001:db8:1::aa,24346,140,78,2605,1,0,1,0,0,0,0,0,0,1,1,0,1,host-307.arsip.test.,2,NS,1,1,1232.0,1,,,host-307.arsip.test. NS 300 ns1.example.test.
1788253715.268087,2026-09-01T09:08:35.268087Z,6,udp,2001:db8:1::52,45580,2001:db8:53::53,53,111,49,32926,0,0,0,0,0,0,0,0,0,1,0,0,1,hoST-254.KAMPuS.TEsT.,2,NS,1,1,1232.0,0,,,
1788253715.274581,2026-09-01T09:08:35.274581Z,6,udp,2001:db8:53::53,53,2001:db8:1::52,45580,141,79,32926,1,0,1,0,0,0,0,0,0,1,1,0,1,hoST-254.KAMPuS.TEsT.,2,NS,1,1,1232.0,0,,,hoST-254.KAMPuS.TEsT. NS 300 ns1.example.test.
1788253715.376745,2026-09-01T09:08:35.376745Z,6,udp,2001:db8:1::15a,57422,2001:db8:53::53,53,111,49,17144,0,0,0,0,0,0,0,0,0,1,0,0,1,host-080.contoh.test.,15,MX,1,1,1232.0,1,,,
1788253715.379072,2026-09-01T09:08:35.379072Z,6,udp,2001:db8:53::53,53,2001:db8:1::15a,57422,231,169,17144,1,0,0,0,0,0,0,0,0,1,0,3,1,host-080.contoh.test.,15,MX,1,1,1232.0,1,,,
1788253715.797412,2026-09-01T09:08:35.797412Z,4,udp,192.0.2.154,24144,198.51.100.53,53,91,49,41917,0,0,0,0,0,0,0,0,0,1,0,0,1,host-031.kampus.test.,1,A,1,1,1232.0,1,,,
1788253715.80248,2026-09-01T09:08:35.802480Z,4,udp,198.51.100.53,53,192.0.2.154,24144,181,139,41917,1,0,1,0,0,0,0,0,3,1,0,1,1,host-031.kampus.test.,1,A,1,1,1232.0,1,,,
1788253715.872176,2026-09-01T09:08:35.872176Z,4,udp,192.0.2.145,37933,198.51.100.53,53,91,49,13182,0,0,0,0,0,0,0,0,0,1,0,0,1,host-001.portal.test.,15,MX,1,1,1232.0,1,,,
1788253715.883217,2026-09-01T09:08:35.883217Z,4,udp,198.51.100.53,53,192.0.2.145,37933,125,83,13182,1,0,1,0,0,0,0,0,0,1,1,0,1,host-001.portal.test.,15,MX,1,1,1232.0,1,,,host-001.portal.test. MX 300 10 mail.example.test.
1788253715.890209,2026-09-01T09:08:35.890209Z,6,udp,2001:db8:1::b5,15025,2001:db8:53::53,53,124,62,11876,0,0,0,0,0,0,0,0,0,1,0,0,1,_service._tcp.host-256.arsip.test.,33,SRV,1,1,1232.0,1,,,
1788253715.908395,2026-09-01T09:08:35.908395Z,6,udp,2001:db8:53::53,53,2001:db8:1::b5,15025,244,182,11876,1,0,0,0,0,0,0,0,0,1,0,3,1,_service._tcp.host-256.arsip.test.,33,SRV,1,1,1232.0,1,,,
1788253715.923678,2026-09-01T09:08:35.923678Z,6,udp,2001:db8:1::ec,22647,2001:db8:53::53,53,111,49,31387,0,0,0,0,0,0,0,0,0,1,0,0,1,host-056.ContOH.TesT.,2,NS,1,1,1232.0,1,,,
1788253715.93071,2026-09-01T09:08:35.930710Z,6,udp,2001:db8:53::53,53,2001:db8:1::ec,22647,191,129,31387,1,0,0,0,0,0,0,0,0,1,0,2,1,host-056.ContOH.TesT.,2,NS,1,1,1232.0,1,,,
1788253716.079248,2026-09-01T09:08:36.079248Z,4,udp,192.0.2.28,37437,198.51.100.53,53,91,49,59726,0,0,0,0,0,0,0,0,0,1,0,0,1,host-028.portal.test.,43,DS,1,1,1232.0,1,,,
1788253716.086333,2026-09-01T09:08:36.086333Z,4,udp,198.51.100.53,53,192.0.2.28,37437,211,169,59726,1,0,0,0,0,0,0,0,0,1,0,3,1,host-028.portal.test.,43,DS,1,1,1232.0,1,,,
1788253716.429564,2026-09-01T09:08:36.429564Z,6,udp,2001:db8:1::a9,27613,2001:db8:53::53,53,111,49,36368,0,0,0,0,0,0,0,0,0,1,0,0,1,host-130.contoh.test.,1,A,1,1,1232.0,1,,,
1788253716.441327,2026-09-01T09:08:36.441327Z,6,udp,2001:db8:53::53,53,2001:db8:1::a9,27613,231,169,36368,1,0,0,0,0,0,0,0,0,1,0,3,1,host-130.contoh.test.,1,A,1,1,1232.0,1,,,
1788253716.690999,2026-09-01T09:08:36.690999Z,6,udp,2001:db8:1::1d1,57612,2001:db8:53::53,53,111,49,51075,0,0,0,0,0,0,0,0,0,1,0,0,1,host-036.contoh.test.,28,AAAA,1,1,1232.0,1,,,
1788253716.693369,2026-09-01T09:08:36.693369Z,6,udp,2001:db8:53::53,53,2001:db8:1::1d1,57612,231,169,51075,1,0,0,0,0,0,0,0,0,1,0,3,1,host-036.contoh.test.,28,AAAA,1,1,1232.0,1,,,
1788253716.782661,2026-09-01T09:08:36.782661Z,6,udp,2001:db8:1::98,10843,2001:db8:53::53,53,111,49,38108,0,0,0,0,0,0,0,0,0,1,0,0,1,host-019.kampus.test.,28,AAAA,1,1,1232.0,0,,,
1788253716.785903,2026-09-01T09:08:36.785903Z,6,udp,2001:db8:53::53,53,2001:db8:1::98,10843,139,77,38108,1,0,1,0,0,0,0,0,0,1,1,0,1,host-019.kampus.test.,28,AAAA,1,1,1232.0,0,,,host-019.kampus.test. AAAA 300 2001:db8:abcd::10
1788253717.099998,2026-09-01T09:08:37.099998Z,4,udp,192.0.2.161,61817,198.51.100.53,53,92,50,62347,0,0,0,0,0,0,0,0,0,1,0,0,1,host-279.layanan.test.,15,MX,1,1,1232.0,1,,,
1788253717.108561,2026-09-01T09:08:37.108561Z,4,udp,198.51.100.53,53,192.0.2.161,61817,126,84,62347,1,0,1,0,0,0,0,0,0,1,1,0,1,host-279.layanan.test.,15,MX,1,1,1232.0,1,,,host-279.layanan.test. MX 300 10 mail.example.test.
1788253717.308835,2026-09-01T09:08:37.308835Z,6,udp,2001:db8:1::1cb,3761,2001:db8:53::53,53,111,49,43745,0,0,0,0,0,0,0,0,0,1,0,0,1,host-127.portal.test.,1,A,1,1,1400.0,0,,,
1788253717.316444,2026-09-01T09:08:37.316444Z,6,udp,2001:db8:53::53,53,2001:db8:1::1cb,3761,127,65,43745,1,0,1,0,0,0,0,0,0,1,1,0,1,host-127.portal.test.,1,A,1,1,1232.0,0,,,host-127.portal.test. A 300 203.0.113.10
1788253717.433865,2026-09-01T09:08:37.433865Z,4,udp,192.0.2.180,34698,198.51.100.53,53,91,49,1683,0,0,0,0,0,0,0,0,0,1,0,0,1,hOSt-155.kAmpUS.tESt.,1,A,1,1,1232.0,1,,,
1788253717.434752,2026-09-01T09:08:37.434752Z,4,udp,198.51.100.53,53,192.0.2.180,34698,107,65,1683,1,0,1,0,0,0,0,0,0,1,1,0,1,hOSt-155.kAmpUS.tESt.,1,A,1,1,1232.0,1,,,hOSt-155.kAmpUS.tESt. A 300 203.0.113.10
1788253717.693322,2026-09-01T09:08:37.693322Z,6,udp,2001:db8:1::161,63947,2001:db8:53::53,53,111,49,53647,0,0,0,0,0,0,0,0,0,1,0,0,1,hoST-022.kAMpUs.TeSt.,28,AAAA,1,1,1232.0,1,,,
1788253717.697475,2026-09-01T09:08:37.697475Z,6,udp,2001:db8:53::53,53,2001:db8:1::161,63947,139,77,53647,1,0,1,0,0,0,0,0,0,1,1,0,1,hoST-022.kAMpUs.TeSt.,28,AAAA,1,1,1232.0,1,,,hoST-022.kAMpUs.TeSt. AAAA 300 2001:db8:abcd::10
1788253717.722925,2026-09-01T09:08:37.722925Z,6,udp,2001:db8:1::1c1,12353,2001:db8:53::53,53,112,50,5134,0,0,0,0,0,0,0,0,0,1,0,0,1,host-047.layanan.test.,1,A,1,1,1232.0,0,,,
1788253717.727986,2026-09-01T09:08:37.727986Z,6,udp,2001:db8:53::53,53,2001:db8:1::1c1,12353,272,210,5134,1,0,0,0,0,0,0,0,0,1,0,4,1,host-047.layanan.test.,1,A,1,1,1232.0,0,,,
1788253717.862161,2026-09-01T09:08:37.862161Z,4,udp,192.0.2.39,63934,198.51.100.53,53,91,49,42849,0,0,0,0,0,0,0,0,0,1,0,0,1,hosT-110.ConTOh.tEsT.,1,A,1,1,1232.0,1,,,
1788253717.863597,2026-09-01T09:08:37.863597Z,4,udp,192.0.2.142,58408,198.51.100.53,53,92,50,7538,0,0,0,0,0,0,0,0,0,1,0,0,1,HOSt-068.LAYaNan.TEsT.,1,A,1,1,1232.0,1,,,
1788253717.901245,2026-09-01T09:08:37.901245Z,4,udp,198.51.100.53,53,192.0.2.39,63934,181,139,42849,1,0,1,0,0,0,0,0,3,1,0,1,1,hosT-110.ConTOh.tEsT.,1,A,1,1,1232.0,1,,,
1788253717.974099,2026-09-01T09:08:37.974099Z,4,udp,198.51.100.53,53,192.0.2.142,58408,172,130,7538,1,0,0,0,0,0,0,0,0,1,0,2,1,HOSt-068.LAYaNan.TEsT.,1,A,1,1,1232.0,1,,,
1788253718.096293,2026-09-01T09:08:38.096293Z,6,udp,2001:db8:1::9e,1290,2001:db8:53::53,53,112,50,12471,0,0,0,0,1,0,0,0,0,1,0,0,1,host-294.layanan.test.,48,DNSKEY,1,1,1232.0,1,,,
1788253718.102705,2026-09-01T09:08:38.102705Z,6,udp,2001:db8:53::53,53,2001:db8:1::9e,1290,232,170,12471,1,0,0,0,1,0,0,0,0,1,0,3,1,host-294.layanan.test.,48,DNSKEY,1,1,1232.0,1,,,
1788253718.311625,2026-09-01T09:08:38.311625Z,6,udp,2001:db8:1::196,6184,2001:db8:53::53,53,111,49,35885,0,0,0,0,0,0,0,0,0,1,0,0,1,host-207.contoh.test.,1,A,1,1,1232.0,1,,,
1788253718.323468,2026-09-01T09:08:38.323468Z,6,udp,2001:db8:1::19e,17826,2001:db8:53::53,53,111,49,605,0,0,0,0,0,0,0,0,0,1,0,0,1,HOST-102.kAmpUs.TesT.,1,A,1,1,1232.0,0,,,
1788253718.324895,2026-09-01T09:08:38.324895Z,6,udp,2001:db8:53::53,53,2001:db8:1::19e,17826,231,169,605,1,0,0,0,0,0,0,0,0,1,0,3,1,HOST-102.kAmpUs.TesT.,1,A,1,1,1232.0,0,,,
1788253718.330834,2026-09-01T09:08:38.330834Z,6,udp,2001:db8:53::53,53,2001:db8:1::196,6184,271,209,35885,1,0,0,0,0,0,0,0,0,1,0,4,1,host-207.contoh.test.,1,A,1,1,1232.0,1,,,
1788253718.340458,2026-09-01T09:08:38.340458Z,6,udp,2001:db8:1::41,15729,2001:db8:53::53,53,112,50,32416,0,0,0,0,0,0,0,0,0,1,0,0,1,Host-340.lAyaNAn.TesT.,2,NS,1,1,1232.0,1,,,
1788253718.350114,2026-09-01T09:08:38.350114Z,6,udp,2001:db8:53::53,53,2001:db8:1::41,15729,142,80,32416,1,0,1,0,0,0,0,0,0,1,1,0,1,Host-340.lAyaNAn.TesT.,2,NS,1,1,1232.0,1,,,Host-340.lAyaNAn.TesT. NS 300 ns1.example.test.
1788253718.524835,2026-09-01T09:08:38.524835Z,6,udp,2001:db8:1::176,15972,2001:db8:53::53,53,110,48,47872,0,0,0,0,0,0,0,0,0,1,0,0,1,hoSt-035.ARsiP.TESt.,2,NS,1,1,1232.0,1,,,
1788253718.534634,2026-09-01T09:08:38.534634Z,6,udp,2001:db8:53::53,53,2001:db8:1::176,15972,230,168,47872,1,0,0,0,0,0,0,0,0,1,0,3,1,hoSt-035.ARsiP.TESt.,2,NS,1,1,1232.0,1,,,
1788253718.565093,2026-09-01T09:08:38.565093Z,4,udp,192.0.2.33,40717,198.51.100.53,53,91,49,29191,0,0,0,0,0,0,0,1,0,1,0,0,1,hoSt-118.cOntoh.teST.,1,A,1,1,1232.0,1,,,
1788253718.576116,2026-09-01T09:08:38.576116Z,6,udp,2001:db8:1::1de,29361,2001:db8:53::53,53,112,50,53451,0,0,0,0,0,0,0,0,0,1,0,0,1,host-074.layanan.test.,28,AAAA,1,1,1232.0,1,,,
1788253718.584271,2026-09-01T09:08:38.584271Z,6,udp,2001:db8:53::53,53,2001:db8:1::1de,29361,232,170,53451,1,0,0,0,0,0,0,0,0,1,0,3,1,host-074.layanan.test.,28,AAAA,1,1,1232.0,1,,,
1788253718.584795,2026-09-01T09:08:38.584795Z,4,udp,198.51.100.53,53,192.0.2.33,40717,107,65,29191,1,0,1,0,0,0,0,1,0,1,1,0,1,hoSt-118.cOntoh.teST.,1,A,1,1,1232.0,1,,,hoSt-118.cOntoh.teST. A 300 203.0.113.10
1788253718.775284,2026-09-01T09:08:38.775284Z,4,udp,192.0.2.213,52043,198.51.100.53,53,92,50,34736,0,0,0,0,0,0,0,0,0,1,0,0,1,host-072.layanan.test.,1,A,1,1,1232.0,1,,,
1788253718.778548,2026-09-01T09:08:38.778548Z,4,udp,198.51.100.53,53,192.0.2.213,52043,108,66,34736,1,0,1,0,0,0,0,0,0,1,1,0,1,host-072.layanan.test.,1,A,1,1,1232.0,1,,,host-072.layanan.test. A 300 203.0.113.10
1788253718.815598,2026-09-01T09:08:38.815598Z,4,udp,192.0.2.85,41995,198.51.100.53,53,91,49,34139,0,0,0,0,0,0,0,0,0,1,0,0,1,host-003.portal.test.,43,DS,1,1,1232.0,1,,,
1788253718.816941,2026-09-01T09:08:38.816941Z,4,udp,198.51.100.53,53,192.0.2.85,41995,251,209,34139,1,0,0,0,0,0,0,0,0,1,0,4,1,host-003.portal.test.,43,DS,1,1,1232.0,1,,,
1788253718.877651,2026-09-01T09:08:38.877651Z,6,udp,2001:db8:1::36,46472,2001:db8:53::53,53,112,50,10081,0,0,0,0,0,0,0,0,0,1,0,0,1,Host-012.lAyanan.TESt.,1,A,1,1,1232.0,1,,,
1788253718.879616,2026-09-01T09:08:38.879616Z,6,udp,2001:db8:53::53,53,2001:db8:1::36,46472,232,170,10081,1,0,0,0,0,0,0,0,0,1,0,3,1,Host-012.lAyanan.TESt.,1,A,1,1,1232.0,1,,,
1788253718.94849,2026-09-01T09:08:38.948490Z,6,udp,2001:db8:1::10f,47571,2001:db8:53::53,53,111,49,25550,0,0,0,0,0,0,0,0,0,1,0,0,1,Host-052.CoNtoH.TEsT.,43,DS,1,1,1232.0,1,,,
1788253718.951173,2026-09-01T09:08:38.951173Z,6,udp,2001:db8:53::53,53,2001:db8:1::10f,47571,231,169,25550,1,0,0,0,0,0,0,0,0,1,0,3,1,Host-052.CoNtoH.TEsT.,43,DS,1,1,1232.0,1,,,
1788253718.998288,2026-09-01T09:08:38.998288Z,6,udp,2001:db8:1::18e,46851,2001:db8:53::53,53,111,49,53767,0,0,0,0,0,0,0,0,0,1,0,0,1,host-014.contoh.test.,1,A,1,1,1232.0,1,,,
1788253719.001854,2026-09-01T09:08:39.001854Z,6,udp,2001:db8:53::53,53,2001:db8:1::18e,46851,271,209,53767,1,0,0,0,0,0,0,0,0,1,0,4,1,host-014.contoh.test.,1,A,1,1,1232.0,1,,,
